mu,se,unique_well
0.530467833240935,0.06634328176623604,1_D3_12
0.6354957165710435,0.07111247348137557,1_E3_12
0.594605485245983,0.06544062163861104,1_F3_12
0.6170773671100901,0.07164464542680793,1_G3_12
0.6434839734753901,0.0730475852298616,1_C3_14
0.644053026462056,0.06550864409258633,1_D3_14
0.8817400440582075,0.10010466785226395,1_E3_14
0.8800441345650385,0.09597389046154216,1_F3_14
0.819727694963166,0.0914940520944007,1_G3_14
1.2546300338035719,0.12109388807381098,1_C3_20
1.2135486711735606,0.12377284774276726,1_D3_20
1.5975758045678865,0.141918034054247,1_E3_20
1.4304053496714073,0.15865477093268238,1_F3_20
1.4583529096630363,0.1442165935232243,1_G3_20
1.9124928319974817,0.21977634321123718,1_C3_25
1.961304103753604,0.21802239968866405,1_D3_25
2.1651619332909333,0.18481104518646407,1_E3_25
2.140561066951103,0.1642986900011573,1_F3_25
2.1530324564775754,0.17613114008902583,1_G3_25
2.2314917558777805,0.1254443378258107,1_C3_30
2.2771600427506717,0.1099165259603005,1_D3_30
2.3614879990299524,0.07733089747484638,1_E3_30
2.486568278466169,0.0843203233279305,1_F3_30
2.5658474065324923,0.07204866026913624,1_G3_30
2.6288600467431897,0.1343949340387196,1_C3_36
2.4747967586836825,0.10614362871359989,1_D3_36
2.429202610922985,0.1411268525322595,1_E3_36
2.3553966213139885,0.12847526506910642,1_F3_36
2.727691872650683,0.1273232045845835,1_G3_36
1.6121295242305556,0.1370472178298983,1_C3_38
2.0012026341251885,0.11581189850088143,1_D3_38
1.9276702883349952,0.17882512805081244,1_E3_38
2.1247225143658306,0.10832173596901445,1_F3_38
1.9739517359489163,0.12218450500582684,1_G3_38
0.5819562169728348,0.06746126236394114,2_D3_12
0.5818061728203434,0.05192713287677908,2_E3_12
0.5660360273885985,0.0800979436765318,2_F3_12
0.7767876611870451,0.10347662769212948,2_G3_12
0.6894287016567705,0.08119481629314602,2_D3_14
0.8268475908559775,0.10346897513645466,2_E3_14
0.7613285897648154,0.08407249147249994,2_F3_14
0.965820154575456,0.10325071205005817,2_G3_14
1.258478059885068,0.11570045126539127,2_D3_20
1.3032313762949204,0.11745212321913753,2_E3_20
1.2730027783576736,0.13683665728751876,2_F3_20
1.6677903892433044,0.12005098798915277,2_G3_20
2.061553460383255,0.21954088610805306,2_D3_25
2.169229413956393,0.1711793200638544,2_E3_25
2.1767393463560456,0.1594026496908992,2_F3_25
2.0229227605639766,0.07853895298789174,2_G3_25
2.3538376592985304,0.10826916730577438,2_D3_30
2.273584175955425,0.0751755632482028,2_E3_30
2.365306309473915,0.10757073496386498,2_F3_30
2.766209925164452,0.14401464494254282,2_G3_30
2.4079291531705596,0.08153175662076362,2_D3_36
2.377894300419514,0.06801748936632607,2_E3_36
2.6003652858619963,0.06605914841714289,2_F3_36
2.074953929354149,0.1052533537186753,2_G3_36
2.0390459838269566,0.37389236922316843,2_D3_38
2.309629791806738,0.4210504162394906,2_E3_38
2.106318614803643,0.26424824669641983,2_F3_38
2.3458221513547817,0.2511722615307342,2_G3_38
0.6505064541037724,0.08184762155046936,1_C4_12
0.637954083869263,0.0727227849284292,1_D4_12
0.6784823890205182,0.08344073634210798,1_E4_12
0.5401042420144535,0.05808244310706215,1_F4_12
0.5605352824432054,0.07144600445459677,1_G4_12
0.8199552074483017,0.1254031185234252,1_C4_14
0.7182654287114584,0.0819306536835056,1_D4_14
0.8061192183606066,0.09538873201869222,1_E4_14
0.6764412416627775,0.056788080445739596,1_F4_14
0.6783233701104602,0.058392334025567726,1_G4_14
1.5067532276421958,0.1288925964103548,1_C4_20
1.3259284143915782,0.11199175470276383,1_D4_20
1.4376822725284624,0.14412774141504506,1_E4_20
1.3748775718224562,0.1086189852524217,1_F4_20
1.3627882735901329,0.13213275439869757,1_G4_20
2.129311044885339,0.1979735001342115,1_C4_25
2.0452692074325713,0.22028289691785838,1_D4_25
2.0442298348464605,0.16941041195945808,1_E4_25
2.0670325691179365,0.20036868667517757,1_F4_25
2.108620362124562,0.19458627970260056,1_G4_25
2.448734647584616,0.08920280514448353,1_C4_30
2.304124186950472,0.09178411277892386,1_D4_30
2.471183690028317,0.09302105637592724,1_E4_30
2.329436422034146,0.08483400355341403,1_F4_30
2.40160038764119,0.1358744067034021,1_G4_30
2.6701049626602624,0.14150870619032185,1_C4_36
2.376229588721459,0.1206239495778609,1_D4_36
2.4034550340205962,0.14733676874415455,1_E4_36
2.120061257332972,0.13178971842926943,1_F4_36
2.5932272262828193,0.12159098961402987,1_G4_36
1.9208609046737029,0.1012586554094594,1_C4_38
1.9082990700083702,0.19063197795709583,1_D4_38
1.8228137336980836,0.18843086722815583,1_E4_38
2.5578596549668915,0.2756071279632289,1_F4_38
2.095024312378578,0.152370467974413,1_G4_38
0.5792806473495777,0.05903877937238126,2_C4_12
0.5347156476253324,0.06621849974155306,2_D4_12
0.7184845106820023,0.12581079848514426,2_E4_12
0.5704574736936938,0.06818518758381029,2_F4_12
0.5666219286761907,0.06349974195896033,2_G4_12
0.7465962624057304,0.09883242141833676,2_C4_14
0.6282944253784208,0.0634334685922591,2_D4_14
0.981261018845215,0.10571373925705126,2_E4_14
0.6902761227182161,0.08719140106275634,2_F4_14
0.7040792693824991,0.07163353942528931,2_G4_14
1.3613019832617146,0.12440153540792348,2_C4_20
1.2477718454009883,0.1183516914248404,2_D4_20
1.801721603181429,0.16487063528234905,2_E4_20
1.3406460147676755,0.11217348187793624,2_F4_20
1.3591000589378335,0.13613094403015316,2_G4_20
2.147106088015952,0.15029453373192064,2_C4_25
2.1317153596529557,0.2151069033842133,2_D4_25
2.3741084458653163,0.18576065168994305,2_E4_25
2.038594188413545,0.20073692077605468,2_F4_25
2.1759668458883543,0.2207925775992234,2_G4_25
2.170965870362447,0.05905945994285,2_C4_30
2.384271977565721,0.09238906236535353,2_D4_30
2.609571632705799,0.0975365467748976,2_E4_30
2.3076749924941695,0.15836400788803126,2_F4_30
2.441377487856481,0.1413033088484247,2_G4_30
2.2512007900818185,0.0859485079988537,2_C4_36
2.422378639390586,0.0558089048870176,2_D4_36
2.747563573298483,0.17903998400458543,2_E4_36
2.4057799102369555,0.0767698149599163,2_F4_36
2.419073734497265,0.04685363659326756,2_G4_36
2.2696987570505773,0.4518084914927831,2_C4_38
2.141135308952489,0.4346831894852903,2_D4_38
2.5503829216003426,0.4428203343003777,2_E4_38
2.012224787459194,0.5064206604660247,2_F4_38
2.009907457967189,0.18670475707083095,2_G4_38
0.8215982750211426,0.11909914312302948,1_D5_12
0.5793705211941041,0.06363550505744381,1_E5_12
0.6192466764422392,0.06565798274374494,1_F5_12
0.5267107791205754,0.0716357403245415,1_G5_12
1.0227058955052757,0.13977949455917757,1_D5_14
0.7326107813168232,0.07578362993175221,1_E5_14
0.8560643062001672,0.09952547267675531,1_F5_14
0.6191367760905447,0.08310452607831151,1_G5_14
1.855186889080554,0.16438556779413735,1_D5_20
1.2998971106536181,0.1419065290825692,1_E5_20
1.5318595894191511,0.12901974540294533,1_F5_20
1.2549966143296971,0.13851738586470416,1_G5_20
2.3081385320924848,0.13632473847796822,1_D5_25
2.073905071081451,0.2367691723695304,1_E5_25
2.3003165144163384,0.20244071137866754,1_F5_25
2.008470099603516,0.22296030630943114,1_G5_25
2.3892721356278037,0.10592659093612636,1_D5_30
2.4488809516550742,0.0851697643694619,1_E5_30
2.5300671828616177,0.06517113343088016,1_F5_30
2.469233939825455,0.12871400207122227,1_G5_30
2.977598783112416,0.16561945161744046,1_D5_36
2.2553712118783578,0.11653603259782756,1_E5_36
2.407630938080284,0.16458932421249314,1_F5_36
2.3349269914458755,0.08350851649130185,1_G5_36
2.28607494144221,0.3084915408616314,1_D5_38
2.220942919797864,0.2178490441419748,1_E5_38
2.10249397826429,0.33035436444742117,1_F5_38
2.2587464489356264,0.20746170952735946,1_G5_38
0.6084834750865135,0.07557986436353926,2_C5_12
0.7468456472095827,0.12747318086480702,2_D5_12
0.5314064258903136,0.05845242579185597,2_E5_12
0.6249714849446494,0.07412988439719556,2_F5_12
0.6322460301640639,0.0715543082215715,2_G5_12
0.7257007969471085,0.08888273746615886,2_C5_14
1.0227132215688373,0.12268130882464497,2_D5_14
0.6612640187402664,0.06386178097162849,2_E5_14
0.7615155686118508,0.08385884828868666,2_F5_14
0.7150871150080991,0.08248918424887464,2_G5_14
1.3615798090038436,0.12793969920969417,2_C5_20
1.8102167508441462,0.20160475181706664,2_D5_20
1.194345369231375,0.11706479179046425,2_E5_20
1.3377256447382369,0.11905149982407509,2_F5_20
1.3281443006888631,0.12314051854355758,2_G5_20
1.991000717200008,0.18606906893807962,2_C5_25
2.464309230109129,0.18444475121766657,2_D5_25
2.1477337335236895,0.20322263046229547,2_E5_25
2.286740961789193,0.21666719432124454,2_F5_25
2.1823265901290307,0.20689064401441684,2_G5_25
2.301443299933917,0.11030417087348884,2_C5_30
2.7772790575459467,0.16021945835049473,2_D5_30
2.371179159189666,0.13032935600001008,2_E5_30
2.435571834106771,0.1143706271445979,2_F5_30
2.443352772893449,0.1268399066456024,2_G5_30
2.2892639614154144,0.07995605891093066,2_C5_36
2.4176022190744426,0.12727746987003175,2_D5_36
2.4028504640196995,0.056758367401223295,2_E5_36
2.4517116404904145,0.0612746198650211,2_F5_36
2.4429631918129244,0.053825472346013974,2_G5_36
2.0288502167073945,0.4380779316888163,2_C5_38
2.0890036864483164,0.21186757289775413,2_D5_38
2.795329619336395,0.7973911758502618,2_E5_38
1.9155518283191675,0.4311601655023863,2_F5_38
1.640701542249112,0.26452266834967303,2_G5_38
0.6074004091591284,0.10298542315437408,1_C6_12
0.7822292826577946,0.14788932284534176,1_D6_12
0.6069216629954097,0.06864874738624585,1_E6_12
0.637924141641796,0.07089144818706726,1_F6_12
0.595597568755872,0.08213987327066424,1_G6_12
0.7444390712391132,0.08979719205651508,1_C6_14
0.950524490355462,0.11008626848703856,1_D6_14
0.7539612255951413,0.09526749763503327,1_E6_14
0.8506940306582346,0.10780936824349287,1_F6_14
0.6927415605006224,0.08053719748182729,1_G6_14
1.3771041551677479,0.13116745459509846,1_C6_20
1.8455656168708476,0.18149285451084587,1_D6_20
1.4443607667672644,0.1389748834723962,1_E6_20
1.58165881001226,0.14581161557367564,1_F6_20
1.4372934789920964,0.1441701475591426,1_G6_20
2.1349843853809873,0.19853389899339846,1_C6_25
2.357227434805521,0.11584847693559662,1_D6_25
2.270548746124263,0.1817982397729957,1_E6_25
2.2901883843995345,0.22124242087323934,1_F6_25
2.167964413880671,0.20836985575459205,1_G6_25
2.372455016281938,0.07857229212644391,1_C6_30
2.7489577801554423,0.13106811730089746,1_D6_30
2.412274755647529,0.09903645803357035,1_E6_30
2.5918897803543604,0.05047220214740918,1_F6_30
2.4253352822748826,0.1206759726283281,1_G6_30
2.6195180558879003,0.0990221645811518,1_C6_36
3.0117787539847636,0.12888366567142784,1_D6_36
2.386233742829727,0.10003417678684942,1_E6_36
2.4066962757999137,0.1494898825931469,1_F6_36
2.511217603365969,0.06590740588554098,1_G6_36
1.9998860490947252,0.1447902534936755,1_C6_38
2.0707754057283623,0.35481203608644285,1_D6_38
2.432619414069472,0.7237607166890194,1_E6_38
2.2339013634549585,0.17343226098386588,1_F6_38
2.300794607194853,0.32777591569013553,1_G6_38
0.532483789036838,0.06277793215116863,2_C6_12
0.5548904021726043,0.06255982003991771,2_D6_12
0.6317578900157184,0.08384669982915503,2_E6_12
0.578215881647947,0.06369899355746739,2_F6_12
0.8164512598312915,0.11582031049862208,2_G6_12
0.6421429840959384,0.09426866921915143,2_C6_14
0.6850193368518344,0.08732536682351978,2_D6_14
0.7979405766144397,0.11417915085592688,2_E6_14
0.7105413743015078,0.07997729247474566,2_F6_14
0.9516107395055963,0.11284974907159284,2_G6_14
1.2955109327868621,0.12780155727988957,2_C6_20
1.3116932796075014,0.11542065549881694,2_D6_20
1.3044021636487098,0.1251152054344575,2_E6_20
1.3348611405309339,0.11654376247439077,2_F6_20
1.7920482741000547,0.1587808386285113,2_G6_20
2.235822505049372,0.19058281104994032,2_C6_25
2.088122113519649,0.2119661937153957,2_D6_25
2.15231811109184,0.16807978185059835,2_E6_25
2.3323970998782624,0.2027119041946236,2_F6_25
2.5444071005650004,0.15290994192131738,2_G6_25
2.3267038793226122,0.09030706850759826,2_C6_30
2.263477791903256,0.11310460504022428,2_D6_30
2.513308966030811,0.07309840475522532,2_E6_30
2.37207997946463,0.1172327167964327,2_F6_30
2.9747750351018043,0.1963362510534964,2_G6_30
2.4306865573553718,0.07131552446569507,2_C6_36
2.429919656240701,0.10048300453474068,2_D6_36
2.476480887264111,0.10802093195848984,2_E6_36
2.6367639102934737,0.06308413196440942,2_F6_36
3.168117184911341,0.11427275784261923,2_G6_36
2.321052565835793,0.3421127940422903,2_C6_38
1.8626826739966942,0.2688971234784398,2_D6_38
1.8290972521425297,0.20283130896155768,2_E6_38
2.5238159718808455,0.4123980356590871,2_F6_38
2.3106110937525544,0.22851648197382587,2_G6_38
0.6213278893421563,0.07191334473262591,1_C7_12
0.6451257786799677,0.07655817530244118,1_D7_12
0.5583866651052304,0.06467159477156326,1_E7_12
0.7542701400069385,0.12019338386114695,1_F7_12
0.6535970185661976,0.0807951260443924,1_G7_12
0.7842255267566134,0.08367475449534091,1_C7_14
0.8860786726077562,0.11354535643685115,1_D7_14
0.665156798098065,0.06487324426788942,1_E7_14
0.9242621635067443,0.1129513119189899,1_F7_14
0.8191579828457574,0.09281579729076392,1_G7_14
1.4157958541619622,0.12247856872184512,1_C7_20
1.5330286491720158,0.14225309204530015,1_D7_20
1.3344272523261036,0.14053738379909916,1_E7_20
1.8097411953516305,0.16571246769167705,1_F7_20
1.613498827774707,0.12196676794758224,1_G7_20
2.08314910996837,0.22012498836350963,1_C7_25
2.1723752967586187,0.20879763592130013,1_D7_25
2.1067279098329887,0.22848737602193528,1_E7_25
2.352494990518462,0.18134866979561395,1_F7_25
2.3202418546753045,0.19601890305045894,1_G7_25
2.4464966720295447,0.09912131270007427,1_C7_30
2.621687272513505,0.05034388664753197,1_D7_30
2.355062218535287,0.09917357543754234,1_E7_30
2.4164397232393817,0.08749938749457442,1_F7_30
2.6063932656028097,0.08456788703204757,1_G7_30
2.380285906280265,0.08504012175388932,1_C7_36
2.4698553344472436,0.14438436533357846,1_D7_36
2.3900749850586926,0.09509447619914868,1_E7_36
2.96837117026879,0.16613087328791884,1_F7_36
2.4315661570870892,0.12128912941800657,1_G7_36
2.072507540447071,0.31622030609651514,1_C7_38
2.2526509853681795,0.3206808133970952,1_D7_38
2.2625692949184177,0.43121574281209774,1_E7_38
2.191252574007582,0.32040145628039685,1_F7_38
2.0896713264900337,0.40004841377849926,1_G7_38
0.5834558790685759,0.06123696665884837,2_C7_12
0.6299165632108064,0.07313582538322867,2_D7_12
0.7090179756906977,0.11780842641145577,2_E7_12
0.6099179894866102,0.07618680802247461,2_F7_12
0.5985438151236319,0.05754546089688484,2_G7_12
0.7921245648146554,0.1028307868674496,2_C7_14
0.7200991027959376,0.09290251710931624,2_D7_14
0.996391780547016,0.10084589091158694,2_E7_14
0.7381701209730178,0.08540269417329015,2_F7_14
0.7339056206111141,0.06941979877623689,2_G7_14
1.4264072896897713,0.13047687653144432,2_C7_20
1.4086282406851547,0.13063861336928462,2_D7_20
1.7804763262126864,0.14684515697306322,2_E7_20
1.3346409703889066,0.11185851252225458,2_F7_20
1.3200795575361972,0.11728857905472934,2_G7_20
2.156304427727407,0.19825748780067623,2_C7_25
2.120920775093998,0.2329526636370047,2_D7_25
2.531584586088344,0.17365819847628808,2_E7_25
2.1847525456130485,0.26362664892900944,2_F7_25
2.1751125656066175,0.2240095474039263,2_G7_25
2.523127296253602,0.061732565709904645,2_C7_30
2.2674554938386087,0.10303890853172713,2_D7_30
2.684349399339182,0.0883219407976642,2_E7_30
2.378010477084962,0.13089206518583443,2_F7_30
2.530316999722103,0.08817950201498335,2_G7_30
2.379451913962594,0.10086145260329658,2_C7_36
2.3738706665367713,0.07572722666037027,2_D7_36
2.6552859874912746,0.16488156856925557,2_E7_36
2.2992000550149205,0.06347779958320193,2_F7_36
2.3789955762798582,0.0789045318791711,2_G7_36
2.3687709397770127,0.35608921481393385,2_C7_38
1.6060443365747463,0.20985722320417033,2_D7_38
2.30485993038122,0.361712658370728,2_E7_38
2.465893961837707,0.36143808131139865,2_F7_38
1.8955292424356802,0.17374722961558614,2_G7_38
0.634880396824437,0.06394090457784278,1_C8_12
0.7195633917149524,0.08228721580478628,1_D8_12
0.64892236943984,0.07543683285302483,1_E8_12
0.5715263884507881,0.071237333597700625,1_F8_12
0.6459652607879899,0.07415827501566638,1_G8_12
0.7954847277465283,0.08328469119177116,1_C8_14
0.8964230376419491,0.13245328196847767,1_D8_14
0.803168459193728,0.0986890388622415,1_E8_14
0.6466904516285695,0.07167408881717496,1_F8_14
0.8244624547559757,0.1079727104658386,1_G8_14
1.354985630979949,0.11560586406527322,1_C8_20
1.5671182860815998,0.1655212160137326,1_D8_20
1.4067996452749776,0.1338476620466125,1_E8_20
1.3269662695885875,0.14073971081814976,1_F8_20
1.5834759271225214,0.1490478596947101,1_G8_20
2.196146902897005,0.21675233357164858,1_C8_25
2.1916648473616345,0.19070365742285816,1_D8_25
2.234777752344785,0.2296758452509915,1_E8_25
2.074439518907322,0.23113813906764674,1_F8_25
2.2640985256000192,0.20473417097808874,1_G8_25
2.487640033287084,0.08159112802749097,1_C8_30
2.667684970012109,0.09030814838206035,1_D8_30
2.38724460745969,0.08757199432054207,1_E8_30
2.314292902278735,0.1295716588629275,1_F8_30
2.6463105047083677,0.0836290910972055,1_G8_30
2.5166607674577604,0.10751936696699181,1_C8_36
2.4967281418593883,0.11566490730531825,1_D8_36
2.5432665798469545,0.09848860062211166,1_E8_36
2.234484199442522,0.0986800767730566,1_F8_36
2.5991776493665886,0.10401635338943478,1_G8_36
2.1616346742601436,0.3620981579971424,1_C8_38
1.876224432797986,0.29442933917594044,1_D8_38
2.7047977640568175,0.6179298646467376,1_E8_38
2.014762511677917,0.34282796167306206,1_F8_38
2.266238218387145,0.3391717254688563,1_G8_38
0.729690163252669,0.10372453544037989,2_C8_12
0.5209148645140693,0.06887621314353944,2_D8_12
0.7967253360925369,0.13193651013062108,2_E8_12
0.7776507603845344,0.12174784534324301,2_F8_12
0.7441288034541457,0.11936436409345158,2_G8_12
1.0032103229770715,0.12399869213234178,2_C8_14
0.6879222456385888,0.07198538689452272,2_D8_14
1.0124330803289505,0.1392482996974937,2_E8_14
0.9029791198933529,0.10776545690170262,2_F8_14
0.9614783285506324,0.12218411568530137,2_G8_14
1.899425931968411,0.18568071446310444,2_C8_20
1.2945582236235416,0.11061760358210845,2_D8_20
1.8826888352565376,0.21476570734098363,2_E8_20
1.6483406776305665,0.10257892727744322,2_F8_20
1.7131303345119502,0.18060890558351472,2_G8_20
2.322006992767669,0.283913077320003,2_C8_25
2.1317524311713827,0.22195374736863585,2_D8_25
2.5786407236639066,0.17733108955247237,2_E8_25
2.174194953569165,0.11238332829238308,2_F8_25
2.53045186192208,0.16323414223860347,2_G8_25
2.873822200485171,0.09448411230928977,2_C8_30
2.36100196242065,0.12785915589115435,2_D8_30
2.6329874896495387,0.16296466214956618,2_E8_30
2.692730206118595,0.15031610853455057,2_F8_30
2.7688214014913677,0.18801069877466936,2_G8_30
2.139322875850931,0.19496296888095555,2_C8_36
2.318246301335376,0.08908637667382652,2_D8_36
2.989273943502224,0.1296914151036825,2_E8_36
2.3092662455891246,0.19004911117632733,2_F8_36
2.992546023398012,0.1480362244995318,2_G8_36
2.269236719611119,0.22152142348004017,2_C8_38
2.367072312569789,0.36808621116082674,2_D8_38
2.5090971511019364,0.34018241226883805,2_E8_38
2.3321567189922736,0.3290577743141918,2_F8_38
2.2955048072742863,0.1890776861283904,2_G8_38
0.5470568233054491,0.05171098609303994,1_C9_12
0.5478641407935482,0.06400520064691993,1_D9_12
0.6382243173813622,0.06946536825421272,1_E9_12
0.5671792040547895,0.05318022781402796,1_F9_12
0.5974065620917782,0.07206666206425939,1_G9_12
0.7457343961145663,0.07710179183962933,1_C9_14
0.7063501446190945,0.0722322674022698,1_D9_14
0.8307828082636706,0.11163982920739456,1_E9_14
0.7055846485848656,0.07130510145756871,1_F9_14
0.7588825598520611,0.08255233382464437,1_G9_14
1.3444875728877663,0.13235977512492797,1_C9_20
1.3756650448472958,0.1301759897963681,1_D9_20
1.5152346039691806,0.15379958987443562,1_E9_20
1.531172102036908,0.11385559366091431,1_F9_20
1.4305034328340052,0.12233136709559038,1_G9_20
2.0570182612862484,0.23926772134853885,1_C9_25
2.146676003889145,0.2247517885443649,1_D9_25
2.230501111098492,0.18994586950391,1_E9_25
2.2617690288920222,0.24494059449083166,1_F9_25
2.1709180073813097,0.23280428193552918,1_G9_25
2.452324743847989,0.07728280090032062,1_C9_30
2.477727341777882,0.08349752749167468,1_D9_30
2.5506525731231573,0.07977405245885807,1_E9_30
2.367786570935566,0.1030338902386866,1_F9_30
2.5639125772935825,0.08950230002022505,1_G9_30
2.3023759449622894,0.11449827039984335,1_C9_36
2.3058340317410724,0.08932577782544429,1_D9_36
2.4630835954063732,0.14532223380250753,1_E9_36
2.370003895067045,0.10533948139847188,1_F9_36
2.4851983159299564,0.060444443355928336,1_G9_36
2.144580911560347,0.4319753121174808,1_C9_38
2.0916338804916994,0.3891493195063697,1_D9_38
2.075656408950578,0.3875058530413673,1_E9_38
2.015380523589606,0.30499866616131455,1_F9_38
2.088529643137616,0.25815752299440325,1_G9_38
0.7679345625441064,0.11874593770783072,2_C9_12
0.7563723769406413,0.1064608093776428,2_D9_12
0.6224797011625588,0.08246930492186404,2_E9_12
0.6065723610550865,0.09788422286624968,2_G9_12
0.9863247113684086,0.12486441430882769,2_C9_14
0.9585927133617134,0.11731073025760315,2_D9_14
0.7726253413654938,0.09021204966528674,2_E9_14
0.7203299175382879,0.09216172990494724,2_G9_14
1.7892467234384948,0.1587741439341128,2_C9_20
1.7718582600778172,0.12573118763219934,2_D9_20
1.3404510007288695,0.11002680744067347,2_E9_20
1.3317945852405364,0.12584971061324532,2_G9_20
2.5307225706771126,0.18105880304673297,2_C9_25
2.3460103660567357,0.18197627901090674,2_D9_25
2.2443614498782236,0.20532224535419094,2_E9_25
2.087170361973375,0.19768633046365838,2_G9_25
2.653270949472358,0.07840656115426646,2_C9_30
2.7172119221285307,0.08268650357582055,2_D9_30
2.4235100267944136,0.09124003906713359,2_E9_30
2.5346097758048662,0.13543131872734945,2_G9_30
3.178472905835672,0.1562746635811677,2_C9_36
3.3053605301230835,0.18766241896013178,2_D9_36
2.534664139631523,0.1003250020049123,2_E9_36
2.398929347770679,0.06589169711571195,2_G9_36
2.339173087937629,0.1993927680815145,2_C9_38
2.86027794228319,0.3566570661087096,2_D9_38
2.054751172196533,0.23922734734190804,2_E9_38
1.6117232277894908,0.12539845725470658,2_G9_38
0.5894190247054261,0.05955708694339276,1_C10_12
0.8245819678414597,0.11208431138406029,1_D10_12
0.6400624628277425,0.06628939930059548,1_E10_12
0.5938417054878091,0.06949056195274303,1_F10_12
0.5991373851552073,0.07216012008603785,1_G10_12
0.7233882094056994,0.08212103208119562,1_C10_14
0.964073278273282,0.11227349355973928,1_D10_14
0.8228137835579887,0.08658676972691498,1_E10_14
0.7973607938435616,0.0841295263086436,1_F10_14
0.7228597661842777,0.0822896536068248,1_G10_14
1.346771626569389,0.10879002194167885,1_C10_20
1.9097833593238545,0.20632643363889053,1_D10_20
1.460672435855477,0.1546247291236117,1_E10_20
1.4347541030095237,0.1605472366603156,1_F10_20
1.3553602591040335,0.14208498365432126,1_G10_20
2.0411481610067663,0.198813936892953,1_C10_25
2.5418701844102323,0.16712600431886812,1_D10_25
2.2377946881284236,0.207567533275111,1_E10_25
2.10810079157176,0.22791657890731892,1_F10_25
2.118508687154667,0.2052986978310887,1_G10_25
2.556760395614117,0.13517215617047545,1_C10_30
2.8603752249970316,0.17976088296576426,1_D10_30
2.4528744011372083,0.12127599152953135,1_E10_30
2.4291206528997056,0.10450725045059582,1_F10_30
2.554106807685921,0.12507024363013947,1_G10_30
2.6037524709613615,0.0949439947695978,1_C10_36
3.2722398438713425,0.1270893816934529,1_D10_36
2.3418129566485573,0.09701466510648789,1_E10_36
