unique_well,treatment,mu,best.model,best.se
2_F5_42,48F_1,1e-4,gr.lagsat,7.036141958352179
2_F6_42,30C_7,-0.6112576109327277,gr,0.5371111450863579
2_F7_42,48F_1,1e-4,gr.lagsat,1.7168715774653274
2_F8_42,14C_3,1e-4,gr.lagsat,3.020328323057305
2_G10_42,30C_3,-0.5315599926321825,gr,0.7208489083251564
2_G11_42,14C_1,-0.5711685065007369,gr,0.7894158163568273
2_G2_42,6F_7,-0.32710515230035525,gr,0.552037347936752
2_G3_42,14C_3,-0.5578346236206382,gr,0.1265018639593641
2_G4_42,30C_2,-0.5702458235144384,gr,0.6718061417459981
2_G5_42,48F_6,-0.6495113741831233,gr,0.5446602599504587
2_G6_42,14C_2,-0.7880088929213732,gr,0.5952588199625497
2_G7_42,48F_8,-0.5184426794970755,gr,0.5233613059841157
2_G8_42,14C_2,1e-4,gr.lagsat,9.709437150304867
2_G9_42,48F_6,-0.5837273696921098,gr,0.4767082203955887
